date,price
1999-03-30,2.003
1999-03-30,2.028
1999-03-29,1.945
1999-03-29,1.8
1999-03-29,1.852
1999-03-29,1.915
1999-03-29,1.883
1999-03-26,1.95
1999-03-26,1.83
1999-03-26,1.885
1999-03-26,1.92
1999-03-26,1.854
1999-03-25,1.922
1999-03-25,1.8
1999-03-25,1.87
1999-03-25,1.895
1999-03-25,1.835
1999-03-24,1.819
1999-03-24,1.759
1999-03-24,1.851
1999-03-24,1.784
1999-03-24,1.79
1999-03-23,1.846
1999-03-23,1.754
1999-03-23,1.779
1999-03-23,1.815
1999-03-23,1.8
1999-03-22,1.794
1999-03-22,1.824
1999-03-22,1.769
1999-03-22,1.854
1999-03-22,1.74
1999-03-19,1.8
1999-03-19,1.699
1999-03-19,1.765
1999-03-19,1.73
1999-03-19,1.73
1999-03-18,1.721
1999-03-18,1.789
1999-03-18,1.75
1999-03-18,1.687
1999-03-18,1.755
1999-03-17,1.814
1999-03-17,1.781
1999-03-17,1.75
1999-03-17,1.748
1999-03-17,1.844
1999-03-16,1.783
1999-03-16,1.748
1999-03-16,1.813
1999-03-16,1.75
1999-03-16,1.717
1999-03-15,1.755
1999-03-15,1.75
1999-03-15,1.788
1999-03-15,1.818
1999-03-15,1.717
1999-03-12,1.759
1999-03-12,1.85
1999-03-12,1.793
1999-03-12,1.81
1999-03-12,1.823
1999-03-11,1.82
1999-03-11,1.898
1999-03-11,1.87
1999-03-11,1.876
1999-03-11,1.851
1999-03-10,1.979
1999-03-10,1.941
1999-03-10,1.964
1999-03-10,1.994
1999-03-10,1.94
1999-03-09,1.958
1999-03-09,1.928
1999-03-09,1.97
1999-03-09,1.946
1999-03-09,1.86
1999-03-08,1.859
1999-03-08,1.875
1999-03-08,1.897
1999-03-08,1.87
1999-03-08,1.92
1999-03-05,1.894
1999-03-05,1.871
1999-03-05,1.853
1999-03-05,1.74
1999-03-05,1.917
1999-03-04,1.854
1999-03-04,1.819
1999-03-04,1.762
1999-03-04,1.789
1999-03-04,1.72
1999-03-03,1.753
1999-03-03,1.783
1999-03-03,1.723
1999-03-03,1.68
1999-03-03,1.82
1999-03-02,1.76
1999-03-02,1.8
1999-03-02,1.67
1999-03-02,1.73
1999-03-02,1.696
1999-03-01,1.731
1999-03-01,1.761
1999-03-01,1.8
1999-03-01,1.701
1999-03-01,1.65
1999-02-26,1.661
1999-02-26,1.628
1999-02-26,1.63
1999-02-26,1.696
1999-02-26,1.743
1999-02-25,1.774
1999-02-25,1.659
1999-02-25,1.694
1999-02-25,1.734
1999-02-25,1.64
1999-02-24,1.697
1999-02-24,1.767
1999-02-24,1.727
1999-02-24,1.73
1999-02-24,1.666
1999-02-23,1.71
1999-02-23,1.75
1999-02-23,1.775
1999-02-23,1.737
1999-02-23,1.707
1999-02-22,1.702
1999-02-22,1.77
1999-02-22,1.74
1999-02-22,1.704
1999-02-22,1.778
1999-02-19,1.745
1999-02-19,1.79
1999-02-19,1.8
1999-02-19,1.83
1999-02-19,1.765
1999-02-18,1.767
1999-02-18,1.746
